Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-01 16:03:56,2023-12-01 16:03:58,1.253s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-01 16:03:58,2023-12-01 16:03:59,1.789s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-01 16:03:59,2023-12-01 16:04:00,0.645s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-01 16:04:00,2023-12-01 16:04:00,0.443s,PASSED
,,,,,,,
Test Cases/Login/login,Chrome 119.0.0.0,,,2023-12-01 16:04:01,2023-12-01 16:04:06,5.080s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-01 16:04:01,2023-12-01 16:04:02,0.961s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-01 16:04:02,2023-12-01 16:04:03,0.995s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-01 16:04:03,2023-12-01 16:04:04,1.926s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-01 16:04:04,2023-12-01 16:04:05,0.633s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-01 16:04:05,2023-12-01 16:04:06,0.539s,PASSED
