Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-03 14:57:22,2023-12-03 14:57:25,2.313s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-03 14:57:25,2023-12-03 14:57:25,0.612s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-03 14:57:25,2023-12-03 14:57:26,0.408s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-03 14:57:26,2023-12-03 14:57:29,3.002s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/Click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 14:57:29,2023-12-03 14:57:29,0.318s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 14:57:29,2023-12-03 14:57:30,1.003s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/Click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 14:57:30,2023-12-03 14:58:03,32.718s,FAILED
,,,,,,,
Test Cases/Login/login,Chrome 119.0.0.0,,,2023-12-03 14:58:03,2023-12-03 14:58:45,42.232s,FAILED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-03 14:58:03,2023-12-03 14:58:04,0.901s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-03 14:58:04,2023-12-03 14:58:05,0.837s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-03 14:58:05,2023-12-03 14:58:07,2.485s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-03 14:58:07,2023-12-03 14:58:08,0.677s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-03 14:58:08,2023-12-03 14:58:08,0.421s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-03 14:58:08,2023-12-03 14:58:11,3.003s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/Click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 14:58:11,2023-12-03 14:58:11,0.320s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 14:58:11,2023-12-03 14:58:12,1.003s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/Click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 14:58:12,2023-12-03 14:58:45,32.568s,FAILED
