Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-03 15:36:45,2023-12-03 15:36:47,2.421s,PASSED
delay(0.5),Chrome 119.0.0.0,,,2023-12-03 15:36:47,2023-12-03 15:36:48,0.505s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-03 15:36:48,2023-12-03 15:36:48,0.633s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-03 15:36:48,2023-12-03 15:36:49,0.432s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-03 15:36:49,2023-12-03 15:36:52,3.011s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 15:36:52,2023-12-03 15:36:52,0.387s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 15:36:52,2023-12-03 15:36:53,1.003s,PASSED
"enhancedClick(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-03 15:36:53,2023-12-03 15:36:54,0.395s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-12-03 15:36:54,2023-12-03 15:36:54,0.138s,PASSED
,,,,,,,
Test Cases/Login/login,Chrome 119.0.0.0,,,2023-12-03 15:36:54,2023-12-03 15:37:13,18.935s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-03 15:36:54,2023-12-03 15:36:55,0.867s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-03 15:36:55,2023-12-03 15:36:56,1.429s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-03 15:36:56,2023-12-03 15:36:58,2.442s,PASSED
delay(0.5),Chrome 119.0.0.0,,,2023-12-03 15:36:58,2023-12-03 15:36:59,0.503s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-03 15:36:59,2023-12-03 15:37:00,0.713s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-03 15:37:00,2023-12-03 15:37:05,5.480s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-03 15:37:05,2023-12-03 15:37:08,3.005s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 15:37:08,2023-12-03 15:37:11,3.052s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 15:37:11,2023-12-03 15:37:12,1.003s,PASSED
"enhancedClick(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-03 15:37:12,2023-12-03 15:37:13,0.337s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-12-03 15:37:13,2023-12-03 15:37:13,0.087s,PASSED
,,,,,,,
Test Cases/Login/login,Chrome 119.0.0.0,,,2023-12-03 15:37:13,2023-12-03 15:37:23,10.714s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-03 15:37:13,2023-12-03 15:37:13,0.817s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-03 15:37:13,2023-12-03 15:37:14,0.950s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-03 15:37:14,2023-12-03 15:37:17,2.551s,PASSED
delay(0.5),Chrome 119.0.0.0,,,2023-12-03 15:37:17,2023-12-03 15:37:18,0.504s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-03 15:37:18,2023-12-03 15:37:18,0.653s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-03 15:37:18,2023-12-03 15:37:19,0.405s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-03 15:37:19,2023-12-03 15:37:22,3.003s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 15:37:22,2023-12-03 15:37:22,0.400s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 15:37:22,2023-12-03 15:37:23,1.004s,PASSED
"enhancedClick(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-03 15:37:23,2023-12-03 15:37:23,0.325s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-12-03 15:37:23,2023-12-03 15:37:23,0.084s,PASSED
,,,,,,,
Test Cases/Login/login,Chrome 119.0.0.0,,,2023-12-03 15:37:23,2023-12-03 15:37:34,10.846s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-03 15:37:23,2023-12-03 15:37:24,0.981s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-03 15:37:24,2023-12-03 15:37:25,0.916s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-03 15:37:25,2023-12-03 15:37:28,2.558s,PASSED
delay(0.5),Chrome 119.0.0.0,,,2023-12-03 15:37:28,2023-12-03 15:37:28,0.502s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-03 15:37:28,2023-12-03 15:37:29,0.662s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-03 15:37:29,2023-12-03 15:37:29,0.418s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-03 15:37:29,2023-12-03 15:37:32,3.003s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 15:37:32,2023-12-03 15:37:33,0.380s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 15:37:33,2023-12-03 15:37:34,1.002s,PASSED
"enhancedClick(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-03 15:37:34,2023-12-03 15:37:34,0.311s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-12-03 15:37:34,2023-12-03 15:37:34,0.085s,PASSED
