Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-01 17:03:46,2023-12-01 17:03:46,0.871s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-01 17:03:46,2023-12-01 17:03:47,0.621s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-01 17:03:47,2023-12-01 17:03:50,2.757s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-01 17:03:50,2023-12-01 17:03:50,0.655s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-01 17:03:50,2023-12-01 17:03:51,0.421s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-01 17:03:51,2023-12-01 17:03:54,3.002s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/Click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-01 17:03:54,2023-12-01 17:03:54,0.308s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-12-01 17:03:54,2023-12-01 17:03:56,2.003s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-01 17:03:56,2023-12-01 17:03:57,0.326s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-12-01 17:03:57,2023-12-01 17:03:59,2.003s,PASSED
,,,,,,,
Test Cases/Login/login,Chrome 119.0.0.0,,,2023-12-01 17:03:59,2023-12-01 17:04:11,12.470s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-01 17:03:59,2023-12-01 17:04:00,1.131s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-01 17:04:00,2023-12-01 17:04:00,0.520s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-01 17:04:00,2023-12-01 17:04:02,1.969s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-01 17:04:02,2023-12-01 17:04:03,0.680s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-01 17:04:03,2023-12-01 17:04:03,0.413s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-01 17:04:03,2023-12-01 17:04:06,3.003s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/Click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-01 17:04:06,2023-12-01 17:04:07,0.350s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-12-01 17:04:07,2023-12-01 17:04:09,2.002s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-01 17:04:09,2023-12-01 17:04:09,0.371s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-12-01 17:04:09,2023-12-01 17:04:11,2.002s,PASSED
