Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Login_OR/Page_Swag Labs/click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 15:37:06,2023-12-03 15:37:08,2.404s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 15:37:08,2023-12-03 15:37:09,1.002s,PASSED
"enhancedClick(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-03 15:37:09,2023-12-03 15:37:09,0.332s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-12-03 15:37:09,2023-12-03 15:37:09,0.100s,PASSED
,,,,,,,
Test Cases/Login/login,Chrome 119.0.0.0,,,2023-12-03 15:37:09,2023-12-03 15:37:21,11.639s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-03 15:37:09,2023-12-03 15:37:10,0.719s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-03 15:37:10,2023-12-03 15:37:12,1.547s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-03 15:37:12,2023-12-03 15:37:15,3.115s,PASSED
delay(0.5),Chrome 119.0.0.0,,,2023-12-03 15:37:15,2023-12-03 15:37:15,0.503s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-03 15:37:15,2023-12-03 15:37:16,0.608s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-03 15:37:16,2023-12-03 15:37:16,0.431s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-03 15:37:16,2023-12-03 15:37:19,3.002s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 15:37:19,2023-12-03 15:37:20,0.306s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 15:37:20,2023-12-03 15:37:21,1.002s,PASSED
"enhancedClick(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-03 15:37:21,2023-12-03 15:37:21,0.314s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-12-03 15:37:21,2023-12-03 15:37:21,0.079s,PASSED
,,,,,,,
Test Cases/Login/login,Chrome 119.0.0.0,,,2023-12-03 15:37:21,2023-12-03 15:37:32,10.599s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-12-03 15:37:21,2023-12-03 15:37:22,0.699s,PASSED
navigateToUrl(Baseurl),Chrome 119.0.0.0,,,2023-12-03 15:37:22,2023-12-03 15:37:23,0.812s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_username""), Username)",Chrome 119.0.0.0,,,2023-12-03 15:37:23,2023-12-03 15:37:25,2.745s,PASSED
delay(0.5),Chrome 119.0.0.0,,,2023-12-03 15:37:25,2023-12-03 15:37:26,0.506s,PASSED
"setText(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_password""), Password)",Chrome 119.0.0.0,,,2023-12-03 15:37:26,2023-12-03 15:37:27,0.679s,PASSED
"click(findTestObject(""Object Repository/Login_OR/Page_Swag Labs/input_login_button""))",Chrome 119.0.0.0,,,2023-12-03 15:37:27,2023-12-03 15:37:27,0.409s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-12-03 15:37:27,2023-12-03 15:37:30,3.003s,PASSED
"click(findTestObject(""Login_OR/Page_Swag Labs/click_menu_burger""))",Chrome 119.0.0.0,,,2023-12-03 15:37:30,2023-12-03 15:37:30,0.315s,PASSED
delay(1),Chrome 119.0.0.0,,,2023-12-03 15:37:30,2023-12-03 15:37:31,1.003s,PASSED
"enhancedClick(findTestObject(""Login_OR/Page_Swag Labs/click_button_logout""))",Chrome 119.0.0.0,,,2023-12-03 15:37:31,2023-12-03 15:37:32,0.328s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-12-03 15:37:32,2023-12-03 15:37:32,0.084s,PASSED
